4252.3,4305.1,4167.2,4987.7,4274.9,4283.1,4495.4,4406.2,4528.2,4416.9,4353.8,4705.6,4330.8,4589.7,1,2
4250.8,4308.2,4167.7,4982.6,4277.9,4283.6,4494.4,4404.6,4528.7,4428.7,4359,4701.5,4331.8,4587.7,1,2
4257.4,4308.2,4170.8,4985.6,4279.5,4281.5,4485.1,4396.4,4528.7,4434.4,4360,4707.7,4330.3,4592.8,1,2
4253.8,4303.1,4169.2,4984.1,4268.2,4273.3,4475.9,4392.3,4528.7,4435.4,4362.1,4715.4,4333.3,4597.9,1,2
4248.2,4301.5,4168.2,4976.9,4259,4268.7,4474.4,4396.9,4531.8,4432.3,4361.5,4708.2,4333.3,4593.8,1,2
4254.4,4302.1,4170.8,4981.5,4259,4263.1,4471.3,4393.8,4525.6,4419,4350.3,4700,4322.1,4589.7,1,2
4241.5,4280.5,4160,4984.1,4234.9,4241,4447.2,4364.6,4490.3,4379,4321.5,4684.1,4291.8,4570.8,1,2
4216.9,4252.3,4145.1,4956.4,4193.3,4226.7,4432.3,4352.3,4472.3,4354.9,4301.5,4670.3,4267.2,4547.7,1,2
4221.5,4250.8,4153.3,4945.6,4190.8,4241.5,4454.4,4377.4,4500.5,4377.9,4316.4,4683.6,4276.9,4555.4,1,2
4233.8,4265.1,4161,4985.1,4204.6,4240.5,4459,4375.9,4501,4382.1,4326.7,4688.2,4283.1,4566.2,1,2
4211.8,4244.6,4139.5,4976.9,4153.3,4216.4,4426.2,4337.4,4455.4,4341,4303.6,4661.5,4261,4545.1,1,2
4224.6,4244.6,4146.7,4930.3,4117.4,4235.9,4437.4,4360,4478.5,4364.6,4326.2,4679,4288.7,4564.6,1,2
4309.2,4334.4,4207.2,4968.7,4209.7,4296.4,4509.2,4445.1,4576.9,4473.8,4415.9,4756.9,4380.5,4646.2,1,2
4352.8,4398.5,4236.4,5028.7,4292.3,4312.3,4535.9,4469.7,4611.3,4517.4,4454.4,4787.2,4419.5,4677.4,1,2
4333.8,4372.3,4214.9,5019,4267.2,4293.8,4511.3,4437.4,4575.4,4478.5,4425.6,4760.5,4392.8,4648.7,1,2
4304.6,4328.7,4184.6,4991.3,4217.4,4269.2,4474.9,4397.4,4529.2,4429.2,4378.5,4721.5,4350.8,4608.7,1,2
4213.3,4229.2,4104.6,4912.3,4114.4,4176.4,4377.9,4302.1,4436.4,4332.8,4275.4,4631.8,4251.3,4512.3,1,2
4083.6,4073.3,3994.9,4774.9,3972.8,4048.2,4255.9,4184.6,4323.6,4204.1,4144.1,4522.1,4118.5,4388.2,1,2
4016.9,3994.9,3941,4715.9,3914.9,3982.6,4191.8,4115.4,4254.4,4115.4,4051.3,4458.5,4024.1,4310.8,1,2
4000.5,3987.7,3929.7,4724.1,3911.3,3969.7,4177.4,4090.3,4227.7,4082.1,4010.3,4434.4,3984.1,4275.9,1,2
4002.1,3971.8,3928.7,4706.7,3896.4,3963.1,4182.1,4103.1,4239.5,4092.3,4018.5,4440,3988.2,4280.5,1,2
4009.2,3961.5,3934.9,4686.7,3895.9,3953.8,4184.6,4126.7,4259.5,4106.2,4032.3,4454.9,3995.9,4300,1,2
3979,3936.9,3912.3,4667.2,3876.9,3926.2,4151.3,4095.9,4225.1,4066.2,3988.2,4426.7,3953.8,4266.7,1,2
3934.9,3891.8,3875.4,4633.8,3834.4,3891.3,4109.7,4048.2,4173.8,4007.2,3931.8,4382.1,3900.5,4214.9,1,2
3922.6,3870.3,3866.7,4613.3,3827.2,3876.9,4095.9,4039,4167.2,3987.2,3922.1,4373.8,3886.2,4205.1,1,2
3906.2,3852.8,3856.9,4598.5,3827.7,3856.4,4070.3,4022.1,4154.9,3975.9,3911.3,4364.1,3874.4,4195.4,1,2
3863.6,3813.3,3821.5,4565.1,3799.5,3821.5,4022.1,3968.7,4099,3933.3,3866.7,4324.1,3837.4,4155.4,1,2
3823.1,3776.4,3787.7,4536.4,3766.7,3798.5,3985.6,3915.9,4041,3873.3,3817.4,4283.6,3791.3,4115.4,1,2
3816.4,3773.8,3785.6,4536.9,3771.3,3794.4,3984.1,3908.2,4029.7,3859,3811.8,4277.4,3784.1,4106.7,1,2
3828.2,3794.4,3797.9,4544.1,3805.6,3795.4,3996.4,3932.3,4055.4,3889.7,3836.4,4294.9,3806.7,4116.9,1,2
3823.6,3793.3,3793.8,4526.7,3811.8,3790.8,3994.4,3942.1,4067.7,3896.9,3839.5,4298.5,3805.6,4114.9,1,2
3806.7,3774.9,3779,4501.5,3792.8,3782.6,3987.2,3935.9,4064.1,3876.9,3825.1,4290.3,3790.8,4107.2,1,2
3797.4,3765.6,3770.3,4492.3,3784.1,3769.7,3977.9,3932.3,4056.4,3866.7,3812.8,4277.4,3781,4099,1,2
3797.4,3768.7,3768.7,4496.4,3784.1,3758.5,3965.6,3927.7,4046.2,3864.6,3803.6,4264.1,3773.3,4092.3,1,2
3805.6,3772.8,3774.9,4501,3784.6,3753.8,3960.5,3925.1,4044.6,3861.5,3800.5,4266.7,3774.4,4096.4,1,2
3796.9,3755.9,3774.4,4490.8,3774.9,3741,3946.2,3909.2,4030.8,3840.5,3784.1,4263.1,3760,4086.2,1,2
3772.3,3730.8,3756.9,4472.3,3752.3,3722.6,3920.5,3876.9,3997.9,3805.1,3754.4,4240.5,3726.7,4060,1,2
3780.5,3744.6,3756.9,4471.8,3757.9,3725.1,3923.6,3873.8,3995.4,3812.3,3766.7,4246.7,3743.1,4073.8,1,2
3782.1,3746.2,3756.4,4473.3,3754.4,3721.5,3925.1,3869.2,3988.7,3824.1,3779.5,4252.8,3765.1,4083.1,1,2
3739.5,3699.5,3729.2,4447.7,3704.6,3697.9,3897.9,3834.4,3947.2,3785.1,3740.5,4215.9,3726.2,4038.5,1,2
3732.8,3702.6,3726.7,4437.4,3706.2,3701.5,3904.1,3838.5,3951.3,3781,3735.9,4210.8,3719,4031.8,1,2
3777.9,3754.4,3756.9,4460,3762.6,3728.2,3939,3879.5,3999.5,3831.3,3783.1,4248.2,3774.9,4081.5,1,2
3783.1,3748.2,3756.4,4456.9,3757.9,3724.6,3930.3,3877.4,4003.6,3838.5,3786.7,4248.7,3786.7,4083.6,1,2
3753.3,3712.8,3734.9,4431.3,3717.9,3707.2,3903.6,3857.4,3986.2,3811.3,3753.8,4222.6,3755.9,4051.8,1,2
